-0.0004516873693257349	-0.0005389379098476292	-0.0003135803659757242	-0.0005577097701262401	-0.0004126224875493752	-0.0003963221612207608	-0.0003962319723033493	-0.000507934409540455	193.0	248.0	
-0.0014433880167151595	-0.0017222397353850478	-0.001001995784375157	-0.0017822604295911107	-0.0013183104099238007	-0.0012663294446328957	-0.0012660748516337475	-0.0016230423691041057	194.0	248.0	
-0.0031915605536521527	-0.003808133500319183	-0.0022155858888164622	-0.00394089514728545	-0.0029145823922042987	-0.0027998536321007517	-0.00279935513341583	-0.0035885975900234947	195.0	248.0	
-0.005660768479899281	-0.006754170030360223	-0.003930009219623227	-0.006989661898371137	-0.005169056649468356	-0.004965859575970444	-0.00496506119500613	-0.006364609365926377	196.0	248.0	
-0.00871559207300416	-0.010398584210266789	-0.006051543317768039	-0.010761102367984946	-0.00795822712064657	-0.007645703698554711	-0.0076445613579711425	-0.009798735671356163	197.0	248.0	
-0.012181992117626663	-0.014533766370681132	-0.008459299807316085	-0.01504035900464304	-0.011123282240126802	-0.010686762387812288	-0.010685233868421132	-0.013695387781132705	191.0	248.0	
-0.015888558709923284	-0.01895562176366311	-0.011033627733048047	-0.019616315954764672	-0.014507549201938344	-0.013938441171081528	-0.01393649255670973	-0.017862134825073206	192.0	248.0	
-0.01969085355850999	-0.023492272922922816	-0.01367352577739062	-0.02431122219324634	-0.01797883984308398	-0.017273705401609104	-0.01727132912422025	-0.022136836537667206	193.0	248.0	
-0.02348006478104543	-0.028013949050784012	-0.016303343806769215	-0.028990803305572327	-0.02143768063269645	-0.020597006003042068	-0.02059422517792761	-0.02639714205252106	194.0	248.0	
-0.02717739102506449	-0.032426314413961065	-0.018868857464130185	-0.03355736097774208	-0.02481226521715191	-0.023839393907639967	-0.02383624951360242	-0.030554244335745637	195.0	248.0	
-0.03072044442145108	-0.03665449874319032	-0.021327427428775553	-0.037933306744212095	-0.028045915732332026	-0.026946441062123773	-0.026942976632229488	-0.03453776459120251	196.0	248.0	
-0.03404820071324248	-0.04062534177571111	-0.023637232713830468	-0.042042828546349366	-0.031083221027520525	-0.029864906469193712	-0.029861156032255393	-0.03827894210257724	197.0	248.0	
-0.03708880545386585	-0.04425297617524787	-0.02574860843275159	-0.04579700211974755	-0.03385882445187695	-0.032531948026418706	-0.032527927053502555	-0.041696986306803754	198.0	248.0	
-0.03975320359188329	-0.04743126225209004	-0.02759955526189426	-0.049085975479873395	-0.03629155641044216	-0.03486948076770549	-0.03486518422398832	-0.044691917325955705	199.0	248.0	
-0.04193586273827486	-0.050034620789584705	-0.029116272040554735	-0.051779829565600254	-0.038285067708940156	-0.036784798958106685	-0.03678020672476092	-0.04714534812735442	200.0	248.0	
-0.04352233390631556	-0.05192698935393585	-0.03021852360406179	-0.053737839531591	-0.039734731802049686	-0.03817723934202754	-0.038172322108774526	-0.04892893617287215	201.0	248.0	
-0.044402124847682856	-0.052977076142954854	-0.030828758224842233	-0.05482424279247661	-0.04053942212731683	-0.038949535350117276	-0.038944261234580835	-0.0499187870438974	202.0	248.0	
-0.044484351211836234	-0.05307691169431415	-0.03088315355658543	-0.054927415180399085	-0.04061585942424706	-0.039021622225675824	-0.03901596852634595	-0.050012983446934674	203.0	248.0	
-0.04371317423500194	-0.05216017383330285	-0.03034247366577238	-0.05397881970231408	-0.03991277407429788	-0.03834425084321963	-0.038338213490536	-0.049148893964639194	204.0	248.0	
-0.042080194740859445	-0.05021692266453191	-0.02920075740611456	-0.05196823824008018	-0.038422265925932904	-0.03690990799842805	-0.03690350275353034	-0.047317072535148136	205.0	248.0	
-0.039631559438898845	-0.04730206580704203	-0.027490278818520553	-0.04895251185420186	-0.03618631936612466	-0.03475906915736933	-0.0347523359006837	-0.04456923522024678	206.0	248.0	
-0.03646842093200796	-0.04353593120313231	-0.025281835649457178	-0.04505613107283162	-0.03329724182231178	-0.031980598137399056	-0.03197360885947881	-0.04101880584666568	207.0	248.0	
-0.03274050878193645	-0.03909663743685308	-0.022680207746754326	-0.04046335340874825	-0.02989179396760979	-0.028706081406693146	-0.028698940823624616	-0.036833725320123786	208.0	248.0	
-0.02863359946083123	-0.034205203304652786	-0.01981535019720164	-0.03540280446247799	-0.026139734310319095	-0.02509879543410443	-0.025091637721246784	-0.032222400864801916	209.0	248.0	
-0.024352514737115187	-0.02910535652145098	-0.016830459557422763	-0.03012659416193834	-0.022228272221260826	-0.02133874975549532	-0.021331732658944155	-0.02741466128852291	210.0	248.0	
-0.02010196773805521	-0.024040775231211283	-0.013868546151125255	-0.02488678332391988	-0.018344546133794614	-0.01760584560056947	-0.01759913401471495	-0.02264029223496815	211.0	248.0	
-0.016067816983173503	-0.01923278626998639	-0.011059322456757323	-0.019912317888448123	-0.014658475619195584	-0.01406339657127397	-0.01405714139277545	-0.01810799104706635	212.0	248.0	
-0.012401052559927685	-0.014861289114601994	-0.0085080232776594	-0.015389294890073008	-0.011308113435825676	-0.010844048822273274	-0.010838374507526576	-0.013987374302248704	213.0	248.0	
-0.009206368110431977	-0.011051117899075171	-0.006287439168487981	-0.011446860173290167	-0.008389184043132563	-0.008039734606521512	-0.00803473293865073	-0.010396128724902354	214.0	248.0	
-0.0065365239834168564	-0.007865301808450062	-0.004434024643838032	-0.008150240007950674	-0.0059499218461786995	-0.005696728063980383	-0.005692451702967734	-0.007393658573536275	215.0	248.0	
-0.004392832554891722	-0.005305632181875869	-0.0029483102305484	-0.005501321497733239	-0.003991522895466458	-0.003816093548932421	-0.003812552391906324	-0.004981618591109567	216.0	248.0	
-0.0027312296165022403	-0.003319865838226531	-0.0017991961931675651	-0.003446100911046133	-0.002473698547199968	-0.002359038149020554	-0.0023562023000277344	-0.003110715859996711	217.0	248.0	
-0.0014727637895722908	-0.0018141687442708842	-0.0009313005187976906	-0.001887550296067532	-0.0013242648328251165	-0.0012561332777497305	-0.001253946248995278	-0.0016924532372678898	218.0	248.0	
-0.0005168176061080096	-0.0006688439515249499	-0.0002742106136304492	-0.0007018652076252824	-0.0004512532859401481	-0.0004189448367340338	-0.0004173411670778969	-0.0006139582077195226	219.0	248.0	
0.0002448879150872141	0.0002449758736814738	0.0002477275690599259	0.00024428018618562013	0.0002442627300525446	0.00024764410013702827	0.0002487296207472306	0.0002462819854004622	220.0	248.0	
0.000915306682045174	0.0010498536364366604	0.0007063606507212599	0.00107771091512653	0.0008563066721885474	0.0008340354982459868	0.0008346617921506263	0.0010038282882851573	221.0	248.0	
0.0015815422957274445	0.0018495053224101908	0.00116241597028871	0.0019057570760633645	0.0014644024898826766	0.0014167013395352149	0.001416910367029236	0.001756459845428055	222.0	248.0	
0.0023077824117513188	0.0027203715783538653	0.0016606153608306972	0.0028075193958061934	0.0021271346808318264	0.0020519941944398983	0.0020518091812742785	0.0025762257211326277	223.0	248.0	
0.003132131826319439	0.003707825504073562	0.002227511000107621	0.0038299377193061037	0.0028792738992314258	0.00277337078862179	0.002772808985048076	0.003505878184418565	224.0	248.0	
0.004067161758025728	0.004826800871031807	0.00287189635203098	0.004988444346389526	0.0037322945309522433	0.003591879365252784	0.00359096841422972	0.004559483925568163	225.0	248.0	
0.005103516461133537	0.006066080380530779	0.003587336683197805	0.006271408146028912	0.004677670931251431	0.004499333135700534	0.004498125524042299	0.005726478686316249	226.0	248.0	
0.006215619552364215	0.007395108181999883	0.004356141815310075	0.007647192358013097	0.005692092058690776	0.005473327486762525	0.005471908404581101	0.006978092305196479	227.0	248.0	
0.007368375095127877	0.008771985461047143	0.005154003628495005	0.009072432524506346	0.006743584183187154	0.006483121381778571	0.006481599670380886	0.008274886376997529	228.0	248.0	
0.008523792094732655	0.010151375451845109	0.005954578527925612	0.010500207449415308	0.007797550656841665	0.007495439892641755	0.007493922225294427	0.009574193295817398	229.0	248.0	
0.009646644712685497	0.011491265059744345	0.006733401512735901	0.011887031497717707	0.00882192010879011	0.008479427011833006	0.008477995602464566	0.010836467434499763	230.0	248.0	
0.010708547060337725	0.012757836447911316	0.007470692573814414	0.013197902324292259	0.009790853049443878	0.009410211267770701	0.009408916997002952	0.012029859835966359	231.0	248.0	
0.011690136850830153	0.013928094006412355	0.008152856827787928	0.014409020864665736	0.010686736346550527	0.010270815243333087	0.01026967799922279	0.01313268975339083	232.0	248.0	
0.012581462605612758	0.014990333157958183	0.008772753362668048	0.01550828231482295	0.01150051853087502	0.011052483693657291	0.011051495168580595	0.014133895661538743	233.0	248.0	
0.013380936599189822	0.015942866699879665	0.009328972182044377	0.016493970536067853	0.012230720035495189	0.011753753128927857	0.011752881645925783	0.015031843386449936	234.0	248.0	
0.014093325833892622	0.016791615354019577	0.009824445821612448	0.01737226431426082	0.012881596690217052	0.012378691778126012	0.01237788045979128	0.0158320485801307	235.0	248.0	
0.014727390213751574	0.017547287223751047	0.010264846209498956	0.01815430662371982	0.013461008073697392	0.012934844134033181	0.01293400445142299	0.01654451416759765	236.0	248.0	
0.015293724020223673	0.01822277930103226	0.010657161294440345	0.018853499344117113	0.013978476255863063	0.013431362401445473	0.013430381486818938	0.017181294399170603	237.0	248.0	
0.01580310187701678	0.018831170511526725	0.011008616633807315	0.019483410401861554	0.014443703138018958	0.01387758167660266	0.013876343020165435	0.017754619512526888	238.0	248.0	
0.016265466764714662	0.01938446849721594	0.011326002376306784	0.020056476582947444	0.014865656893381735	0.014282144919760462	0.014280548629242162	0.01827573162220805	239.0	248.0	
0.016689607348070845	0.019893170730447742	0.01161547349230945	0.020583558985350067	0.015252281763069978	0.014652724858980918	0.014650704775569302	0.018754486570557134	240.0	248.0	
0.017083353852170875	0.02036647943052431	0.011882713123312483	0.02107416355493058	0.015610696579861806	0.014996206839887196	0.014993744562668799	0.019199558205380548	241.0	248.0	
0.017453938167726783	0.020812761657204554	0.012133156927765645	0.021536915048775578	0.015947534869527075	0.015319014326470622	0.015316145797411466	0.019618868891070562	242.0	248.0	
0.017808266266151698	0.021239921395560454	0.012372110435411036	0.021979950017615255	0.016269184238728522	0.015627346839160144	0.015624153723693333	0.02001994221074985	243.0	248.0	
0.018152963067907434	0.02165549729390825	0.012604711515590542	0.022411013597233388	0.016581816771768804	0.015927204509902936	0.015923788135589617	0.020409988044768616	244.0	248.0	
0.01849402832916555	0.02206629852166557	0.01283562687975034	0.022837074967290233	0.016891067617647793	0.016224057406361563	0.01622051186853981	0.02079553911313782	245.0	248.0	
0.018836068478447578	0.02247753394672298	0.013068453454230945	0.02326344486959352	0.017201325387519343	0.016522134569999045	0.0165185370569783	0.021181614728402076	246.0	248.0	
0.019181289707994872	0.02289164668502106	0.01330497141860747	0.02369258833059031	0.017514784920292202	0.016823503571157885	0.016819917274084703	0.02157060886383502	247.0	248.0	
0.01952849059784302	0.02330713886111787	0.013544413940237185	0.024122905419539962	0.017830481743231638	0.017127162882743602	0.017123641060563393	0.021961162553119907	248.0	248.0	
0.019872301019492018	0.023717678734292372	0.013782921681533493	0.02454781456575822	0.018143578604335547	0.017428375817895112	0.017424961557079836	0.022347316849847455	249.0	248.0	
0.020202965172085446	0.024111831307849094	0.014013405823100296	0.02495549311771919	0.01844517880573573	0.017718496114866204	0.017715216391923364	0.022718271734758298	250.0	248.0	
